id,prompt,label,reasoning,graph_id,story_id,rung,query_type,formal_form
4243,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on smoking and lung cancer. Smoking has a direct effect on tar deposit. Tar deposit has a direct effect on lung cancer. Gender is unobserved. The overall probability of smoking is 48%. For nonsmokers, the probability of lung cancer is 50%. For smokers, the probability of lung cancer is 51%.",yes,"Let V1 = gender; X = smoking; V3 = tar deposit; Y = lung cancer.
V1->X,X->V3,V1->Y,V3->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.48
P(Y=1 | X=0) = 0.50
P(Y=1 | X=1) = 0.51
0.48*0.51 - 0.52*0.50 = 0.50
0.50 > 0",frontdoor,smoking_frontdoor,1,marginal,P(Y)
26910,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Yomx has a direct effect on xevu. Gwet has a direct effect on xevu. The overall probability of yomx is 5%. For those who are not yomx, the probability of xevu is 46%. For those who are yomx, the probability of xevu is 43%.",no,"Let V2 = gwet; X = yomx; Y = xevu.
X->Y,V2->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.05
P(Y=1 | X=0) = 0.46
P(Y=1 | X=1) = 0.43
0.05*0.43 - 0.95*0.46 = 0.46
0.46 > 0",fork,nonsense3,1,marginal,P(Y)
5617,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Alice waking up has a direct effect on Alice arriving to school. Traffic has a direct effect on Alice arriving to school. The overall probability of waking up late is 11%. The probability of waking up on time and arriving to school on time is 47%. The probability of waking up late and arriving to school on time is 10%.",yes,"Let V2 = traffic; X = Alice waking up; Y = Alice arriving to school.
X->Y,V2->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.11
P(Y=1, X=0=1) = 0.47
P(Y=1, X=1=1) = 0.10
0.10/0.11 - 0.47/0.89 = 0.31
0.31 > 0",fork,getting_late,1,correlation,P(Y | X)
21092,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Rixq has a direct effect on zuph and xevu. Swoy has a direct effect on zuph and xevu. Zuph has a direct effect on xevu. Swoy is unobserved. The overall probability of rixq is 61%. For those who are not rixq, the probability of xevu is 83%. For those who are rixq, the probability of xevu is 52%.",no,"Let V2 = swoy; X = rixq; V3 = zuph; Y = xevu.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.61
P(Y=1 | X=0) = 0.83
P(Y=1 | X=1) = 0.52
0.61*0.52 - 0.39*0.83 = 0.65
0.65 > 0",arrowhead,nonsense0,1,marginal,P(Y)
16043,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Alice waking up has a direct effect on rainfall. Traffic has a direct effect on rainfall. The overall probability of waking up late is 14%. For days when Alice wakes up on time, the probability of high rainfall is 54%. For days when Alice wakes up late, the probability of high rainfall is 85%.",yes,"Let V2 = traffic; X = Alice waking up; Y = rainfall.
X->Y,V2->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.14
P(Y=1 | X=0) = 0.54
P(Y=1 | X=1) = 0.85
0.14*0.85 - 0.86*0.54 = 0.59
0.59 > 0",fork,getting_late,1,marginal,P(Y)
2752,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Personality has a direct effect on relationship status. Appearance has a direct effect on relationship status. The overall probability of kindness is 58%. For people with mean personalities, the probability of attractive appearance is 40%. For people with kind personalities, the probability of attractive appearance is 40%.",no,"Let Y = appearance; X = personality; V3 = relationship status.
X->V3,Y->V3
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.58
P(Y=1 | X=0) = 0.40
P(Y=1 | X=1) = 0.40
0.58*0.40 - 0.42*0.40 = 0.40
0.40 > 0",collision,man_in_relationship,1,marginal,P(Y)
16507,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Having a sister has a direct effect on blood pressure and heart condition. Blood pressure has a direct effect on heart condition. The overall probability of having a sister is 9%. The probability of not having a sister and healthy heart is 52%. The probability of having a sister and healthy heart is 3%.",no,"Let X = having a sister; V2 = blood pressure; Y = heart condition.
X->V2,X->Y,V2->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.09
P(Y=1, X=0=1) = 0.52
P(Y=1, X=1=1) = 0.03
0.03/0.09 - 0.52/0.91 = -0.18
-0.18 < 0",mediation,blood_pressure,1,correlation,P(Y | X)
5461,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Season has a direct effect on sprinkler and weather. Weather has a direct effect on ground. Sprinkler has a direct effect on ground. The overall probability of rainy season is 85%. The probability of dry season and wet ground is 8%. The probability of rainy season and wet ground is 45%.",yes,"Let X = season; V3 = sprinkler; V2 = weather; Y = ground.
X->V3,X->V2,V2->Y,V3->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.85
P(Y=1, X=0=1) = 0.08
P(Y=1, X=1=1) = 0.45
0.45/0.85 - 0.08/0.15 = -0.01
-0.01 < 0",diamond,floor_wet,1,correlation,P(Y | X)
15554,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: CEO has a direct effect on director and manager. Manager has a direct effect on foot size. Director has a direct effect on foot size. The overall probability of manager signing the termination letter is 28%. For managers who don't sign termination letters, the probability of large feet is 92%. For managers who sign termination letters, the probability of large feet is 49%.",no,"Let V1 = CEO; V3 = director; X = manager; Y = foot size.
V1->V3,V1->X,X->Y,V3->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.28
P(Y=1 | X=0) = 0.92
P(Y=1 | X=1) = 0.49
0.28*0.49 - 0.72*0.92 = 0.80
0.80 > 0",diamondcut,firing_employee,1,marginal,P(Y)
3504,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Demand has a direct effect on supply and price. Yield per acre has a direct effect on supply. Supply has a direct effect on price. Demand is unobserved. The overall probability of increased supply is 42%. The probability of reduced supply and increased price is 42%. The probability of increased supply and increased price is 22%.",yes,"Let V2 = yield per acre; V1 = demand; X = supply; Y = price.
V1->X,V2->X,V1->Y,X->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.42
P(Y=1, X=0=1) = 0.42
P(Y=1, X=1=1) = 0.22
0.22/0.42 - 0.42/0.58 = -0.22
-0.22 < 0",IV,price,1,correlation,P(Y | X)
11987,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Unobserved confounders has a direct effect on drug taken and freckles. Treatment assignment has a direct effect on drug taken. Drug taken has a direct effect on freckles. Unobserved confounders is unobserved. The overall probability of taking of all assigned drugs is 5%. For patients that have not taken any drugs, the probability of freckles is 5%. For patients that have taken all assigned drugs, the probability of freckles is 32%.",no,"Let V2 = treatment assignment; V1 = unobserved confounders; X = drug taken; Y = freckles.
V1->X,V2->X,V1->Y,X->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.05
P(Y=1 | X=0) = 0.05
P(Y=1 | X=1) = 0.32
0.05*0.32 - 0.95*0.05 = 0.07
0.07 > 0",IV,cholesterol,1,marginal,P(Y)
28860,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Kraz has a direct effect on pexu and rukz. Pexu has a direct effect on hwax. Hwax has a direct effect on rukz. Kraz is unobserved. The overall probability of pexu is 37%. The probability of not pexu and rukz is 47%. The probability of pexu and rukz is 20%.",no,"Let V1 = kraz; X = pexu; V3 = hwax; Y = rukz.
V1->X,X->V3,V1->Y,V3->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.37
P(Y=1, X=0=1) = 0.47
P(Y=1, X=1=1) = 0.20
0.20/0.37 - 0.47/0.63 = -0.19
-0.19 < 0",frontdoor,nonsense8,1,correlation,P(Y | X)
5341,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Season has a direct effect on sprinkler and weather. Weather has a direct effect on ground. Sprinkler has a direct effect on ground. The overall probability of rainy season is 93%. The probability of dry season and wet ground is 5%. The probability of rainy season and wet ground is 64%.",yes,"Let X = season; V3 = sprinkler; V2 = weather; Y = ground.
X->V3,X->V2,V2->Y,V3->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.93
P(Y=1, X=0=1) = 0.05
P(Y=1, X=1=1) = 0.64
0.64/0.93 - 0.05/0.07 = 0.07
0.07 > 0",diamond,floor_wet,1,correlation,P(Y | X)
2725,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Respiratory issues has a direct effect on hospitalization status. Broken bones has a direct effect on hospitalization status. The overall probability of respiratory issues is 40%. For people with no respiratory issues and non-hospitalized individuals, the probability of broken bones is 8%. For people with no respiratory issues and hospitalized individuals, the probability of broken bones is 24%. For people with respiratory issues and non-hospitalized individuals, the probability of broken bones is 5%. For people with respiratory issues and hospitalized individuals, the probability of broken bones is 18%.",yes,"Let Y = broken bones; X = respiratory issues; V3 = hospitalization status.
X->V3,Y->V3
P(Y = 1 | X = 1, V3 = 1] - P(Y = 1 | V3 = 1)
P(Y=1 | X=1, V3=1) - (P(X=1) * P(Y=1 | X=1, V3=1) + P(X=0) * P(Y=1 | X=0, V3=1))
P(X=1) = 0.40
P(Y=1 | X=0, V3=0) = 0.08
P(Y=1 | X=0, V3=1) = 0.24
P(Y=1 | X=1, V3=0) = 0.05
P(Y=1 | X=1, V3=1) = 0.18
0.18 - (0.40*0.18 + 0.60*0.24) = -0.02
-0.02 < 0",collision,hospitalization,1,exp_away,"P(Y = 1 | X = 1, V3 = 1] - P(Y = 1 | V3 = 1)"
5590,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Alice waking up has a direct effect on Alice arriving to school. Traffic has a direct effect on Alice arriving to school. The overall probability of waking up late is 8%. For days when Alice wakes up on time, the probability of arriving to school on time is 54%. For days when Alice wakes up late, the probability of arriving to school on time is 90%.",yes,"Let V2 = traffic; X = Alice waking up; Y = Alice arriving to school.
X->Y,V2->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.08
P(Y=1 | X=0) = 0.54
P(Y=1 | X=1) = 0.90
0.08*0.90 - 0.92*0.54 = 0.57
0.57 > 0",fork,getting_late,1,marginal,P(Y)
15306,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Having a brother has a direct effect on wife and alarm clock. Wife has a direct effect on alarm clock. The overall probability of having a brother is 4%. For people who do not have a brother, the probability of ringing alarm is 79%. For people who have a brother, the probability of ringing alarm is 31%.",yes,"Let X = having a brother; V2 = wife; Y = alarm clock.
X->V2,X->Y,V2->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.04
P(Y=1 | X=0) = 0.79
P(Y=1 | X=1) = 0.31
0.04*0.31 - 0.96*0.79 = 0.77
0.77 > 0",mediation,alarm,1,marginal,P(Y)
23946,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zuph has a direct effect on wibl. Uvzi has a direct effect on wibl. The overall probability of zuph is 26%. For those who are not zuph and are not wibl, the probability of uvzi is 53%. For those who are not zuph and are wibl, the probability of uvzi is 65%. For those who are zuph and are not wibl, the probability of uvzi is 10%. For those who are zuph and are wibl, the probability of uvzi is 90%.",yes,"Let Y = uvzi; X = zuph; V3 = wibl.
X->V3,Y->V3
P(Y = 1 | X = 1, V3 = 1] - P(Y = 1 | V3 = 1)
P(Y=1 | X=1, V3=1) - (P(X=1) * P(Y=1 | X=1, V3=1) + P(X=0) * P(Y=1 | X=0, V3=1))
P(X=1) = 0.26
P(Y=1 | X=0, V3=0) = 0.53
P(Y=1 | X=0, V3=1) = 0.65
P(Y=1 | X=1, V3=0) = 0.10
P(Y=1 | X=1, V3=1) = 0.90
0.90 - (0.26*0.90 + 0.74*0.65) = 0.18
0.18 > 0",collision,nonsense7,1,exp_away,"P(Y = 1 | X = 1, V3 = 1] - P(Y = 1 | V3 = 1)"
1639,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Unobserved confounders has a direct effect on drug taken and cholesterol level. Treatment assignment has a direct effect on drug taken. Drug taken has a direct effect on cholesterol level. Unobserved confounders is unobserved. The overall probability of taking of all assigned drugs is 52%. The probability of not taking of any assigned drugs and low cholesterol is 28%. The probability of taking of all assigned drugs and low cholesterol is 34%.",no,"Let V2 = treatment assignment; V1 = unobserved confounders; X = drug taken; Y = cholesterol level.
V1->X,V2->X,V1->Y,X->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.52
P(Y=1, X=0=1) = 0.28
P(Y=1, X=1=1) = 0.34
0.34/0.52 - 0.28/0.48 = 0.09
0.09 > 0",IV,cholesterol,1,correlation,P(Y | X)
18004,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Parents' intelligence has a direct effect on parents' social status and lactose intolerance. Other unobserved factors has a direct effect on parents' social status and lactose intolerance. Parents' social status has a direct effect on lactose intolerance. Other unobserved factors is unobserved. The overall probability of intelligent parents is 19%. For children with unintelligent parents, the probability of being lactose intolerant is 65%. For children with intelligent parents, the probability of being lactose intolerant is 42%.",no,"Let V2 = other unobserved factors; X = parents' intelligence; V3 = parents' social status; Y = lactose intolerance.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.19
P(Y=1 | X=0) = 0.65
P(Y=1 | X=1) = 0.42
0.19*0.42 - 0.81*0.65 = 0.61
0.61 > 0",arrowhead,nature_vs_nurture,1,marginal,P(Y)
275,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: CEO has a direct effect on director and manager. Manager has a direct effect on employee. Director has a direct effect on employee. The overall probability of manager signing the termination letter is 86%. For managers who don't sign termination letters, the probability of employee being fired is 31%. For managers who sign termination letters, the probability of employee being fired is 70%.",yes,"Let V1 = CEO; V3 = director; X = manager; Y = employee.
V1->V3,V1->X,X->Y,V3->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.86
P(Y=1 | X=0) = 0.31
P(Y=1 | X=1) = 0.70
0.86*0.70 - 0.14*0.31 = 0.65
0.65 > 0",diamondcut,firing_employee,1,marginal,P(Y)
17611,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on department competitiveness and freckles. Residency status has a direct effect on department competitiveness and freckles. Department competitiveness has a direct effect on freckles. Residency status is unobserved. The overall probability of male gender is 13%. The probability of non-male gender and freckles is 36%. The probability of male gender and freckles is 9%.",no,"Let V2 = residency status; X = gender; V3 = department competitiveness; Y = freckles.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.13
P(Y=1, X=0=1) = 0.36
P(Y=1, X=1=1) = 0.09
0.09/0.13 - 0.36/0.87 = 0.33
0.33 > 0",arrowhead,gender_admission_state,1,correlation,P(Y | X)
